Date,Temperature,Rain,Wind_Speed,Wind_Direction,Humidity,Pressure,Total_Cloud,Visibility,Solar_Radiation
1/1/2017 0:00,4.2,,2.1,320,68,1021.5,0,20000,
1/1/2017 1:00,4.1,,1.9,320,67,1021.4,0,20000,
1/1/2017 2:00,3.9,,1,250,68,1021.7,0,20000,
1/1/2017 3:00,3.7,,1.9,320,70,1021.6,0,20000,
1/1/2017 4:00,3.6,,1.1,50,72,1020.7,0,17950,
1/1/2017 5:00,3,,1.2,270,75,1020.7,0,16060,
1/1/2017 6:00,3.2,,2.9,320,69,1021,0,20000,
1/1/2017 7:00,3.3,,1.3,110,73,1021.3,0,16090,
1/1/2017 8:00,2.8,,0,0,80,1021.8,0,10300,0
1/1/2017 9:00,3.6,,1.5,230,72,1022.5,20,11230,0.15
1/1/2017 10:00,5.7,,1.3,200,65,1022.8,20,18210,0.63
1/1/2017 11:00,6.3,,1.7,90,67,1022.3,0,12830,0.94
1/1/2017 12:00,8.1,,1.3,160,57,1021.4,0,18670,1.29
1/1/2017 13:00,8.8,,1,110,55,1020.4,0,20000,1.41
1/1/2017 14:00,10.6,,4.5,230,48,1019.4,0,20000,1.35
1/1/2017 15:00,10.8,,5.3,230,46,1018.8,0,20000,1.08
1/1/2017 16:00,10.2,,3.4,230,51,1018.5,0,20000,0.65
1/1/2017 17:00,9.6,,2.4,230,53,1018.3,0,20000,0.16
1/1/2017 18:00,8.4,,0.9,250,60,1018,0,19870,0
1/1/2017 19:00,7.5,,1.8,290,62,1017.8,0,18550,
1/1/2017 20:00,7,,1.6,270,64,1017.7,0,20000,
1/1/2017 21:00,6.4,,3,290,66,1017.7,0,19130,
1/1/2017 22:00,5.9,,1.5,230,73,1017.4,0,14310,
1/1/2017 23:00,6.2,,1.6,270,64,1017.1,0,18820,
1/2/2017 0:00,6.1,,2.1,340,65,1016.5,0,16870,
1/2/2017 1:00,5.9,,4.2,320,65,1016.4,33.33333333,15330,
1/2/2017 2:00,6.1,,1,290,65,1015.7,66.66666667,13650,
1/2/2017 3:00,6.1,,2,230,70,1015.4,100,11490,
1/2/2017 4:00,6.7,,2.2,320,62,1015.3,100,15370,
1/2/2017 5:00,7.5,,2.5,340,58,1014.9,100,19500,
1/2/2017 6:00,7.8,0,3,340,57,1014.8,100,20000,
1/2/2017 7:00,7.8,,3.5,320,57,1015.1,80,20000,
1/2/2017 8:00,7.8,,3.8,340,57,1015.3,80,20000,0
1/2/2017 9:00,7.2,,2.5,200,66,1015.5,80,16520,0
1/2/2017 10:00,7.4,,2.1,250,66,1015.6,80,15700,0.06
1/2/2017 11:00,8.9,,3,230,58,1015.5,20,20000,0.71
1/2/2017 12:00,10.5,,3.6,230,54,1014.7,0,20000,1.31
1/2/2017 13:00,12.5,,4.6,250,46,1013.6,0,20000,1.44
1/2/2017 14:00,13.1,,5.5,250,46,1012.8,0,20000,1.38
1/2/2017 15:00,13.3,,3.8,230,46,1012.8,0,20000,1.1
1/2/2017 16:00,13.6,,5.7,290,42,1013.1,30,20000,0.68
1/2/2017 17:00,12.8,,5.1,290,44,1013.5,60,18770,0.13
1/2/2017 18:00,12.1,,4.3,340,47,1013.8,80,20000,0
1/2/2017 19:00,11.2,,4.2,320,52,1014,53.33333333,20000,
1/2/2017 20:00,10.7,,3.9,320,53,1014.3,26.66666667,20000,
1/2/2017 21:00,10,,2.3,290,57,1014.2,0,20000,
1/2/2017 22:00,9.2,,2.2,270,61,1014.2,0,20000,
1/2/2017 23:00,8.6,,3.5,270,63,1014.3,0,20000,
1/3/2017 0:00,8.2,,6.3,320,59,1014.2,0,20000,
1/3/2017 1:00,7.6,,6.2,320,60,1013.7,0,15480,
1/3/2017 2:00,6.7,,4.5,290,61,1014.2,0,11270,
1/3/2017 3:00,6.3,,6.1,340,58,1014.6,0,5540,
1/3/2017 4:00,5.9,,3.3,320,57,1014.7,0,4470,
1/3/2017 5:00,5.8,,5.5,320,53,1014.6,0,4940,
1/3/2017 6:00,5.1,,4,270,50,1014.9,0,5830,
1/3/2017 7:00,4.6,,3.1,340,43,1015.4,0,8850,
1/3/2017 8:00,4.2,,1.6,290,40,1015.7,0,12480,0
1/3/2017 9:00,5,,2.8,340,38,1016.2,0,14360,0.15
1/3/2017 10:00,6.3,,4.8,340,37,1017,0,12450,0.68
1/3/2017 11:00,7.9,,4.6,320,35,1016.9,0,13890,1.12
1/3/2017 12:00,8.2,,2.9,90,44,1016,0,11030,1.39
1/3/2017 13:00,10,,1.7,230,37,1015.3,0,14940,1.49
1/3/2017 14:00,10.8,,2.8,200,32,1014.6,0,16960,1.42
1/3/2017 15:00,11.2,,2.7,230,30,1014.4,0,19870,1.19
1/3/2017 16:00,10.9,,3.2,230,31,1014.4,0,20000,0.78
1/3/2017 17:00,10.7,,1.8,230,33,1014.4,0,20000,0.25
1/3/2017 18:00,9.2,,2.7,250,43,1014.4,0,19120,0
1/3/2017 19:00,8.2,,2.6,290,47,1014.6,0,13760,
1/3/2017 20:00,7.3,,1.5,290,42,1014.6,0,15570,
1/3/2017 21:00,6.7,,1.8,180,52,1014.8,0,13700,
1/3/2017 22:00,7,,4.5,290,40,1014.8,0,17560,
1/3/2017 23:00,6.7,,4.3,270,41,1014.8,0,17860,
1/4/2017 0:00,5.9,,1.7,200,44,1014.7,0,18870,
1/4/2017 1:00,5.5,,1.9,250,46,1014.6,0,16680,
1/4/2017 2:00,5,,2.3,320,46,1014.8,0,18520,
1/4/2017 3:00,6.1,,5.2,340,36,1014.5,0,20000,
1/4/2017 4:00,6.3,,3.4,340,31,1014.5,0,20000,
1/4/2017 5:00,6.5,,4.2,340,26,1013.9,0,20000,
1/4/2017 6:00,6.7,,4.5,320,27,1014.2,10,20000,
1/4/2017 7:00,6.4,,2.3,340,29,1014.4,40,20000,
1/4/2017 8:00,6.4,,2.5,360,40,1014.9,50,16100,0
1/4/2017 9:00,6.7,,1.9,360,44,1015.5,60,11950,0.1
1/4/2017 10:00,7.2,,2.4,90,56,1016.5,30,13890,0.56
1/4/2017 11:00,7.8,,2.6,70,41,1016.5,0,16270,0.87
1/4/2017 12:00,8.3,,2.9,70,42,1015.3,60,20000,1.1
1/4/2017 13:00,9.1,,2.2,90,40,1014.5,30,18000,1.26
1/4/2017 14:00,10.6,,1.4,200,36,1014,40,17670,1.24
1/4/2017 15:00,11.4,,2.2,230,38,1013.8,60,14290,0.99
1/4/2017 16:00,11.5,,1.1,200,41,1013.7,20,11810,0.66
1/4/2017 17:00,10.6,,1.1,200,47,1014,0,9560,0.13
1/4/2017 18:00,9.3,,0.3,0,50,1014.4,0,8720,0
1/4/2017 19:00,8.5,,0.7,70,52,1014.9,0,8110,
1/4/2017 20:00,7.8,,1.5,290,55,1014.8,0,7980,
1/4/2017 21:00,7,,0.8,140,61,1015,0,6640,
1/4/2017 22:00,6.9,,1.4,50,61,1015.4,0,7120,
1/4/2017 23:00,6.3,,1.1,250,60,1015.6,0,7080,
1/5/2017 0:00,6.2,,0.9,90,62,1015.8,0,6950,
1/5/2017 1:00,6.3,,3.2,70,62,1015.5,26.66666667,6050,
1/5/2017 2:00,6.5,,4.4,90,66,1015.6,53.33333333,5400,
1/5/2017 3:00,6.7,,5.3,70,60,1015.6,80,6940,
1/5/2017 4:00,7.2,,4.5,70,43,1015.7,70,12000,
1/5/2017 5:00,7.2,,5.9,70,39,1015.1,70,13700,
1/5/2017 6:00,6.9,,6,70,45,1015.4,30,12300,
1/5/2017 7:00,6.7,,6.1,70,48,1015.8,50,11030,
1/5/2017 8:00,6.7,,5.4,70,51,1016.2,80,11110,0
1/5/2017 9:00,7,,6.4,70,47,1016.9,80,12350,0.01
1/5/2017 10:00,7.3,,6.1,70,49,1017.4,100,12100,0.19
1/5/2017 11:00,7.8,,6.5,70,47,1017.7,100,13330,0.43
1/5/2017 12:00,8.4,,4.9,70,47,1017.5,100,13990,0.67
1/5/2017 13:00,9.5,,5.3,70,47,1016.8,100,17860,1
1/5/2017 14:00,9.7,,5.9,70,50,1016.7,100,20000,0.5
1/5/2017 15:00,9.9,,5.2,90,51,1016.7,100,20000,0.28
1/5/2017 16:00,9.9,,6,90,51,1016.8,100,20000,0.05
1/5/2017 17:00,9.9,,6.6,90,54,1017.1,100,20000,0
1/5/2017 18:00,9.7,,7.3,90,55,1017.7,100,20000,0
1/5/2017 19:00,9.3,,7.6,90,56,1018,100,20000,
1/5/2017 20:00,9.1,,7.4,90,58,1018.7,100,20000,
1/5/2017 21:00,8.9,,6.9,90,57,1018.7,100,20000,
1/5/2017 22:00,8.4,,7.9,90,58,1018.6,100,20000,
1/5/2017 23:00,8.2,,7.8,90,59,1018.7,100,20000,
1/6/2017 0:00,7.9,0,8,90,60,1018.7,100,20000,
1/6/2017 1:00,7.5,,8.9,70,60,1018.6,100,20000,
1/6/2017 2:00,7.3,,7.5,90,61,1019.1,100,20000,
1/6/2017 3:00,6.9,0,7,70,62,1019,100,20000,
1/6/2017 4:00,6.7,,8.1,70,63,1019,100,20000,
1/6/2017 5:00,6.6,,9,70,62,1018.2,100,20000,
1/6/2017 6:00,6.5,0,8.7,70,61,1018.6,100,20000,
1/6/2017 7:00,6.5,,8.1,70,61,1019,100,20000,
1/6/2017 8:00,6.5,,7.6,70,60,1019.1,100,20000,0
1/6/2017 9:00,6.6,0,8.3,70,58,1019.5,80,20000,0.05
1/6/2017 10:00,7.3,,7.5,70,54,1019.6,50,20000,0.57
1/6/2017 11:00,7.9,,5.7,70,52,1019.8,10,20000,1.16
1/6/2017 12:00,8.5,,5.6,90,49,1018.5,0,20000,1.4
1/6/2017 13:00,9.2,,6.1,90,48,1017.3,0,20000,1.51
1/6/2017 14:00,9.8,,3.5,70,45,1017,0,20000,1.42
1/6/2017 15:00,10.3,,2.7,70,43,1017.2,0,20000,1.15
1/6/2017 16:00,10.4,,1.3,110,45,1016.8,0,20000,0.72
1/6/2017 17:00,9.8,,1.8,140,49,1016.6,20,20000,0.19
1/6/2017 18:00,9.1,,2,90,51,1016.8,10,20000,0
1/6/2017 19:00,8.8,,3.5,90,50,1016.9,13.33333333,20000,
1/6/2017 20:00,8.4,,3,90,50,1016.9,16.66666667,20000,
1/6/2017 21:00,8.1,,3.7,90,53,1017,20,20000,
1/6/2017 22:00,7.5,,5.5,90,58,1016.5,13.33333333,20000,
1/6/2017 23:00,7,,4.9,90,60,1016.9,6.666666667,20000,
1/7/2017 0:00,6.7,,3.1,70,60,1016.8,0,20000,
1/7/2017 1:00,6,,2.8,70,59,1016.1,6.666666667,20000,
1/7/2017 2:00,6.2,,5,70,54,1016,13.33333333,20000,
1/7/2017 3:00,5.8,,5.4,50,62,1015.2,20,20000,
1/7/2017 4:00,5.6,,3.7,90,59,1015.3,30,20000,
1/7/2017 5:00,5.3,,5.8,70,60,1014.9,0,20000,
1/7/2017 6:00,5.3,,4.2,70,58,1015,0,20000,
1/7/2017 7:00,5.3,,5.4,70,61,1014.8,60,20000,
1/7/2017 8:00,5.6,,5.8,70,57,1014.8,60,20000,0
1/7/2017 9:00,5.8,,5.3,70,57,1014.9,80,20000,0.01
1/7/2017 10:00,6.7,,6.4,70,54,1015,80,20000,0.24
1/7/2017 11:00,7.4,,5.1,90,52,1014.8,100,20000,0.39
1/7/2017 12:00,7.7,,6.3,70,54,1013.5,100,20000,0.51
1/7/2017 13:00,8.3,,6.3,70,56,1011.7,100,20000,0.57
1/7/2017 14:00,8.7,,4.9,70,52,1010.5,100,20000,0.72
1/7/2017 15:00,9.2,,4.5,70,53,1010.2,100,20000,0.48
1/7/2017 16:00,9.1,,5.2,70,54,1010.2,100,20000,0.1
1/7/2017 17:00,9.1,,4.5,70,56,1009.8,100,20000,0
1/7/2017 18:00,8.9,0,4.5,90,59,1009.9,100,20000,0
1/7/2017 19:00,9,,5.8,90,55,1010,100,20000,
1/7/2017 20:00,9,,7,90,56,1009.4,100,20000,
1/7/2017 21:00,9,0,5.5,70,57,1009.3,100,20000,
1/7/2017 22:00,9.1,,5.4,70,56,1009.9,100,20000,
1/7/2017 23:00,8.1,,5.2,70,65,1009.7,100,20000,
1/8/2017 0:00,7.5,1.4,5.5,70,72,1008.8,100,10870,
1/8/2017 1:00,7,,7.4,70,73,1008,100,17160,
1/8/2017 2:00,7.1,,8.6,70,73,1007.5,100,15460,
1/8/2017 3:00,7,3,7.1,70,78,1007.4,100,16060,
1/8/2017 4:00,7.3,,7.6,70,75,1006.7,100,20000,
1/8/2017 5:00,7.2,,7.2,70,75,1005.9,100,20000,
1/8/2017 6:00,7.7,0.4,8.4,70,69,1005.2,100,20000,
1/8/2017 7:00,8,,8.6,70,65,1005.1,100,20000,
1/8/2017 8:00,8.2,,7.2,70,64,1005.4,100,20000,0
1/8/2017 9:00,8.3,0,5.7,90,67,1005.8,100,20000,0.07
1/8/2017 10:00,8.7,,4.7,90,64,1006.2,90,20000,0.32
1/8/2017 11:00,9.5,,5.8,70,60,1005.8,90,20000,0.59
1/8/2017 12:00,10.3,,6,70,58,1004.9,90,20000,0.84
1/8/2017 13:00,11.2,,2.6,50,52,1004.4,90,20000,0.85
1/8/2017 14:00,11.3,,4.2,90,56,1003.4,40,20000,1.01
1/8/2017 15:00,11.3,,4.9,70,52,1003.1,30,20000,1.07
1/8/2017 16:00,12.1,,1.3,110,49,1003,70,20000,0.76
1/8/2017 17:00,12.5,,2.5,200,53,1003.1,70,20000,0.31
1/8/2017 18:00,10.9,,1.8,250,60,1003.3,30,20000,0
1/8/2017 19:00,10.2,,2.5,250,61,1003.5,46.66666667,20000,
1/8/2017 20:00,10.1,,6.1,320,57,1003.7,63.33333333,20000,
1/8/2017 21:00,9.6,,4.9,320,56,1004.1,80,20000,
1/8/2017 22:00,9.2,,2.4,270,57,1004.3,76.66666667,20000,
1/8/2017 23:00,8.9,,3.7,270,57,1004.3,73.33333333,20000,
1/9/2017 0:00,8.2,,2.9,270,58,1004.4,70,20000,
1/9/2017 1:00,7.9,,5.6,320,58,1004.1,80,11240,
1/9/2017 2:00,7.8,,9.5,340,59,1004,90,17690,
1/9/2017 3:00,7.7,,11.8,340,61,1004.7,100,20000,
1/9/2017 4:00,7.6,,4.7,340,63,1005.1,100,20000,
1/9/2017 5:00,7.3,,3.7,320,62,1005.3,100,20000,
1/9/2017 6:00,6.7,,5,320,61,1005.9,100,20000,
1/9/2017 7:00,6.5,,7.1,340,51,1006.5,100,20000,
1/9/2017 8:00,6.2,,6.7,320,52,1007.1,100,17970,0
1/9/2017 9:00,6,,9.6,320,52,1007.9,100,20000,0
1/9/2017 10:00,5.9,,7.2,340,53,1008.5,100,19620,0.03
1/9/2017 11:00,6.5,,8,340,52,1009.1,100,17150,0.23
1/9/2017 12:00,7.1,,8.2,340,49,1008.3,80,11630,0.76
1/9/2017 13:00,7.7,,7,340,46,1007.5,20,13520,0.86
1/9/2017 14:00,8,,7.8,50,40,1006.8,0,20000,1.34
1/9/2017 15:00,8.8,,5.3,360,33,1006.9,0,20000,1.17
1/9/2017 16:00,8.6,,6.5,340,30,1007.5,0,20000,0.82
1/9/2017 17:00,8.3,,3.4,360,30,1008,0,20000,0.3
1/9/2017 18:00,6.9,,4.8,320,32,1008.7,0,20000,0
1/9/2017 19:00,6,,8.6,340,35,1009.2,0,20000,
1/9/2017 20:00,5.1,,6.9,340,42,1009.8,0,20000,
1/9/2017 21:00,4.3,,7.4,340,46,1010.3,0,20000,
1/9/2017 22:00,3.6,,7.4,340,49,1010.4,0,20000,
1/9/2017 23:00,3.1,,7.1,340,53,1010.8,0,20000,
1/10/2017 0:00,2.6,,7,340,54,1010.9,0,20000,
1/10/2017 1:00,2.2,,8.4,340,54,1010.5,0,20000,
1/10/2017 2:00,2,,7.7,360,51,1010.4,0,20000,
1/10/2017 3:00,2,,9.4,360,49,1010.6,0,20000,
1/10/2017 4:00,1.6,,5.3,340,51,1010.8,0,20000,
1/10/2017 5:00,1.4,,9.6,340,53,1010.8,0,20000,
1/10/2017 6:00,1.2,,7.1,340,53,1011.8,0,20000,
1/10/2017 7:00,1.2,,8.2,340,51,1012.1,0,20000,
1/10/2017 8:00,1.3,,9.3,340,51,1012.4,0,20000,0
1/10/2017 9:00,2.1,,9,340,48,1013.2,0,20000,0.13
1/10/2017 10:00,3.1,,8.9,340,44,1013.7,0,20000,0.66
1/10/2017 11:00,3.8,,10.8,320,40,1014.1,0,20000,1.13
1/10/2017 12:00,4.8,,7.1,340,39,1013.3,0,20000,1.43
1/10/2017 13:00,4.9,,6,340,38,1012.8,0,20000,1.56
1/10/2017 14:00,5.5,,7.6,340,34,1012.2,0,20000,1.51
1/10/2017 15:00,6.1,,7.7,340,32,1012.2,0,20000,1.26
1/10/2017 16:00,6.3,,6.6,360,31,1012.4,0,20000,0.82
1/10/2017 17:00,5.4,,6.5,20,34,1013.1,0,20000,0.31
1/10/2017 18:00,4.7,,5.2,360,39,1014,0,20000,0
1/10/2017 19:00,4.1,,4.4,340,44,1014.6,13.33333333,20000,
1/10/2017 20:00,3.7,,4.7,320,46,1015,26.66666667,20000,
1/10/2017 21:00,3.3,,4,340,48,1015.4,40,20000,
1/10/2017 22:00,2.4,,9.2,340,43,1015.5,33.33333333,20000,
1/10/2017 23:00,1.2,,7.5,340,45,1015.7,26.66666667,20000,
1/11/2017 0:00,0.4,,8.1,340,45,1015.8,20,20000,
1/11/2017 1:00,0.1,,8.6,340,45,1015.9,13.33333333,20000,
1/11/2017 2:00,-0.4,,7.2,340,45,1016,6.666666667,20000,
1/11/2017 3:00,-0.8,,8.2,340,44,1016.3,0,20000,
1/11/2017 4:00,-1.3,,10.4,340,42,1016.7,30,20000,
1/11/2017 5:00,-1.8,,9.2,340,39,1016.5,0,20000,
1/11/2017 6:00,-2.2,,8.2,340,31,1017.1,20,20000,
1/11/2017 7:00,-2.4,,8.8,340,31,1017.1,30,20000,
1/11/2017 8:00,-2.7,,8.4,340,26,1018.1,50,20000,0
1/11/2017 9:00,-2,,6.3,340,25,1018.8,50,20000,0.24
1/11/2017 10:00,-0.7,,5.8,340,25,1018.8,40,20000,0.85
1/11/2017 11:00,0.6,,5.1,320,25,1018.3,20,20000,1.31
1/11/2017 12:00,1.8,,2,340,20,1017.1,30,20000,1.63
1/11/2017 13:00,2.6,,7.4,320,22,1015.5,20,20000,1.79
1/11/2017 14:00,3.3,,6.4,360,24,1015.2,0,20000,1.6
1/11/2017 15:00,3.6,,7.2,340,26,1014.9,0,20000,1.32
1/11/2017 16:00,4,,6,340,28,1015,0,20000,0.86
1/11/2017 17:00,3.6,,5.3,340,31,1015.1,0,20000,0.33
1/11/2017 18:00,2.7,,6.1,340,33,1015,0,20000,0.02
1/11/2017 19:00,2.2,,3.6,340,38,1014.9,6.666666667,20000,
1/11/2017 20:00,1.9,,3.7,320,41,1015.3,13.33333333,20000,
1/11/2017 21:00,1.9,,4.9,290,46,1016.1,20,20000,
1/11/2017 22:00,1.8,,4.7,320,51,1015.6,26.66666667,20000,
1/11/2017 23:00,1.7,,2.6,290,51,1015.3,33.33333333,20000,
1/12/2017 0:00,1.7,,1.8,20,48,1014.6,40,20000,
1/12/2017 1:00,1.6,,4.6,320,50,1015.1,40,20000,
1/12/2017 2:00,1.1,,3.6,290,51,1014.6,40,20000,
1/12/2017 3:00,1.2,,3.1,270,53,1014.9,40,20000,
1/12/2017 4:00,1,,1.9,290,54,1014.3,70,20000,
1/12/2017 5:00,1.4,,4,270,59,1013.3,30,20000,
1/12/2017 6:00,1,,2.1,270,63,1013.2,0,20000,
1/12/2017 7:00,0.9,,2.4,270,64,1012.9,0,20000,
1/12/2017 8:00,0.9,,2.1,290,65,1012.6,70,20000,0
1/12/2017 9:00,1.6,,1.5,290,62,1012.6,80,20000,0.02
1/12/2017 10:00,3.4,,5.6,270,54,1012.5,70,20000,0.28
1/12/2017 11:00,5.1,,6.8,270,49,1011.5,40,20000,0.9
1/12/2017 12:00,6.2,,7.1,290,45,1010.4,40,20000,1.26
1/12/2017 13:00,6.5,,8.1,320,47,1009,50,20000,0.81
1/12/2017 14:00,6.6,,8.7,290,49,1008.2,60,20000,1.04
1/12/2017 15:00,6.5,,6.3,290,48,1007.6,80,16670,0.06
1/12/2017 16:00,7.3,,4.1,340,41,1007.2,30,11900,0.3
1/12/2017 17:00,7,,5.2,320,41,1006.9,50,9430,0.08
1/12/2017 18:00,6.3,,5.6,340,43,1007.2,80,7460,0
1/12/2017 19:00,5.5,,4.7,340,43,1007.4,53.33333333,6630,
1/12/2017 20:00,5,,3,320,42,1007.6,26.66666667,8470,
1/12/2017 21:00,4.4,,4.8,320,44,1007.7,0,10720,
1/12/2017 22:00,3.6,,6.8,320,47,1007.9,0,13390,
1/12/2017 23:00,2.6,,7.7,320,46,1008,0,16860,
1/13/2017 0:00,1.9,,3.7,340,46,1008.5,0,20000,
1/13/2017 1:00,1.2,,1.2,320,48,1008.7,0,20000,
1/13/2017 2:00,0.7,,2.8,290,47,1008.9,0,20000,
1/13/2017 3:00,0.6,,4.7,320,44,1009.1,0,20000,
1/13/2017 4:00,0.4,,5.4,320,43,1009,0,20000,
1/13/2017 5:00,-0.1,,2.4,320,43,1008.8,0,20000,
1/13/2017 6:00,-0.2,,4.7,340,45,1009.1,0,20000,
1/13/2017 7:00,-0.4,,3.9,320,47,1009.3,0,20000,
1/13/2017 8:00,-1,,0.8,340,49,1009.4,0,20000,0
1/13/2017 9:00,-0.2,,1.5,270,45,1009.3,0,20000,0.07
1/13/2017 10:00,1.7,,3.3,250,49,1009.2,40,20000,0.45
1/13/2017 11:00,2.8,,4.4,250,49,1008.7,40,20000,0.73
1/13/2017 12:00,3.8,,6.6,250,51,1007.8,40,20000,1.19
1/13/2017 13:00,5.1,,5.8,270,50,1006.1,40,20000,1.16
1/13/2017 14:00,5.5,,5.3,270,52,1005.4,40,18320,1.04
1/13/2017 15:00,4.6,0,8.3,340,59,1005.2,100,16330,0.8
1/13/2017 16:00,5.5,,8.9,320,42,1005.1,30,15310,0.51
1/13/2017 17:00,4.6,,9.9,340,43,1005.7,30,20000,0.26
1/13/2017 18:00,2.5,0,4.9,340,58,1007.4,50,20000,0
1/13/2017 19:00,1.1,,5.6,20,52,1008.5,60,20000,
1/13/2017 20:00,0.2,,5.5,360,50,1009.3,40,20000,
1/13/2017 21:00,-0.5,0,8.8,340,50,1009.7,20,20000,
1/13/2017 22:00,-0.9,,3.6,340,50,1010.3,16.66666667,20000,
1/13/2017 23:00,-1.1,,5.9,320,51,1010.8,13.33333333,20000,
1/14/2017 0:00,-1.3,,4.2,340,52,1011.1,10,20000,
1/14/2017 1:00,-1.5,,5,340,56,1011.3,6.666666667,20000,
1/14/2017 2:00,-1.8,,5.5,340,58,1011.9,3.333333333,20000,
1/14/2017 3:00,-1.9,,8.4,340,58,1012.6,0,20000,
1/14/2017 4:00,-2.1,,9.1,340,56,1012.3,0,20000,
1/14/2017 5:00,-2.2,,10.2,340,54,1011.9,0,20000,
1/14/2017 6:00,-2.5,,10.6,340,55,1012.5,0,20000,
1/14/2017 7:00,-2.7,,10.3,340,54,1012.7,0,20000,
1/14/2017 8:00,-3.2,,12.7,340,52,1013.2,10,20000,0
1/14/2017 9:00,-3,,7.9,340,50,1014.6,10,20000,0.09
1/14/2017 10:00,-2.2,,10.2,340,42,1014.7,0,20000,0.61
1/14/2017 11:00,-1.3,,8.2,340,38,1014.8,0,20000,1.17
1/14/2017 12:00,-0.7,,8.8,340,35,1013.8,0,20000,1.52
1/14/2017 13:00,0.4,,10.4,340,30,1012.7,0,20000,1.72
1/14/2017 14:00,0.5,,11.7,340,28,1012.3,0,20000,1.67
1/14/2017 15:00,0.7,,9,340,28,1012.9,0,20000,1.4
1/14/2017 16:00,0.3,,9.5,340,28,1013.2,0,20000,0.99
1/14/2017 17:00,-0.6,,9.4,320,26,1013.5,0,20000,0.43
1/14/2017 18:00,-1.8,,7.5,340,29,1014.2,0,20000,0.02
1/14/2017 19:00,-3,,9.7,320,28,1014.8,0,20000,
1/14/2017 20:00,-3.8,,6.1,320,29,1015.5,0,20000,
1/14/2017 21:00,-4.1,,8.5,340,35,1015.6,0,20000,
1/14/2017 22:00,-4.2,,7.1,340,39,1016.1,0,20000,
1/14/2017 23:00,-4.3,,4.6,360,41,1017.3,0,20000,
1/15/2017 0:00,-4.7,,4.3,50,39,1017.5,0,20000,
1/15/2017 1:00,-5.3,,6.8,20,38,1017.5,0,20000,
1/15/2017 2:00,-5.7,,5.1,20,38,1018.2,0,20000,
1/15/2017 3:00,-6.1,,5.6,340,37,1019.3,0,20000,
1/15/2017 4:00,-6.5,,4.6,320,34,1019.3,0,20000,
1/15/2017 5:00,-6.7,,2.8,160,34,1019,0,20000,
1/15/2017 6:00,-6.6,,3.5,50,32,1019.8,0,20000,
1/15/2017 7:00,-6.5,,8.6,340,30,1019.1,0,20000,
1/15/2017 8:00,-6.4,,6.6,360,28,1019.1,0,20000,0
1/15/2017 9:00,-4.9,,7.6,340,26,1019,0,20000,0.23
1/15/2017 10:00,-3.3,,2.5,20,26,1019.3,0,20000,0.86
1/15/2017 11:00,-1.1,,5.2,320,26,1019,0,20000,1.34
1/15/2017 12:00,0,,9.2,340,23,1018,0,20000,1.68
1/15/2017 13:00,1.8,,6.4,320,18,1016.4,0,20000,1.85
1/15/2017 14:00,2.9,,7,340,16,1015.9,0,20000,1.79
1/15/2017 15:00,3.3,,9.6,340,15,1015.3,0,20000,1.53
1/15/2017 16:00,3.5,,7.4,340,16,1016.1,0,20000,1.08
1/15/2017 17:00,3.1,,7.8,320,17,1016,0,20000,0.51
1/15/2017 18:00,2.1,,4.9,340,19,1016.3,0,20000,0.04
1/15/2017 19:00,1.2,,8.8,340,22,1016.2,0,20000,
1/15/2017 20:00,0.4,,7.5,340,25,1016.7,0,20000,
1/15/2017 21:00,-0.3,,6.7,360,28,1016.9,0,20000,
1/15/2017 22:00,-0.7,,7.3,340,32,1017.4,0,20000,
1/15/2017 23:00,-1.3,,9.5,340,42,1016.7,0,20000,
1/16/2017 0:00,-1.7,,7.3,360,48,1016.2,0,20000,
1/16/2017 1:00,-1.7,,6.9,360,49,1016.3,0,20000,
1/16/2017 2:00,-1.7,,9.8,340,42,1016.7,0,20000,
1/16/2017 3:00,-1.7,,8.3,340,36,1017.4,0,20000,
1/16/2017 4:00,-1.9,,5.2,20,37,1017.7,0,20000,
1/16/2017 5:00,-1.7,,9.5,20,39,1017.7,0,20000,
1/16/2017 6:00,-1.7,,9.6,340,41,1017.9,0,20000,
1/16/2017 7:00,-1.7,,8.4,20,40,1018.2,10,20000,
1/16/2017 8:00,-1.9,,3.2,50,42,1018.9,30,20000,0
1/16/2017 9:00,-0.9,,4.1,320,41,1019,60,20000,0.18
1/16/2017 10:00,0.9,,2,320,36,1019.7,50,20000,0.76
1/16/2017 11:00,2,,2.5,90,42,1019.7,30,20000,1.31
1/16/2017 12:00,2.7,,1.9,110,28,1019.1,10,20000,1.49
1/16/2017 13:00,4.3,,1.5,140,22,1018.6,0,20000,1.75
1/16/2017 14:00,5.5,,3.1,230,24,1018.2,0,20000,1.66
1/16/2017 15:00,6,,2.1,230,21,1018.3,0,17100,1.44
1/16/2017 16:00,5.9,,2.1,230,20,1018.6,0,20000,1.01
1/16/2017 17:00,5.5,,1.5,230,20,1018.9,0,20000,0.48
1/16/2017 18:00,4,,0.7,290,23,1019.4,0,20000,0.04
1/16/2017 19:00,2.7,,1.4,340,21,1019.8,0,20000,
1/16/2017 20:00,1.8,,3.5,340,24,1020.3,0,20000,
1/16/2017 21:00,2.5,,5,340,23,1020.7,0,20000,
1/16/2017 22:00,1.9,,1,140,32,1021.1,0,20000,
1/16/2017 23:00,2,,3.3,70,29,1021,0,20000,
1/17/2017 0:00,1.3,,0.6,320,24,1021.6,0,20000,
