,rain,temperature,humidity,pressure,solar_radiation,wind_speed,wind_direction,visibility,total_cloud
2019-12-20 00:00,,0.1,47,2.9,,0.5,90,2000,6
2019-12-20 01:00,,-1.3,55,3.1,,0.2,0,2000,2
2019-12-20 02:00,,-2.6,62,3.1,,0.3,0,1941,0
2019-12-20 03:00,,-2.6,66,3.3,,0.4,0,2000,0
2019-12-20 04:00,,-3.0,72,3.5,,0.1,0,2000,2
2019-12-20 05:00,,-3.0,71,3.5,,1.0,50,2000,0
2019-12-20 06:00,,-3.3,71,3.4,,0.6,180,2000,0
2019-12-20 07:00,,-3.1,72,3.5,,0.1,0,2000,0
2019-12-20 08:00,,-2.9,72,3.6,0.02,0.3,0,1815,9
2019-12-20 09:00,,-0.4,66,3.9,0.36,0.8,70,1845,8
2019-12-20 10:00,,2.5,60,4.4,0.92,0.5,140,1830,4
2019-12-20 11:00,,4.9,51,4.4,1.46,0.7,140,1808,2
2019-12-20 12:00,,6.9,46,4.6,1.79,1.3,200,1895,0
2019-12-20 13:00,,8.0,40,4.3,1.92,1.3,200,1952,3
2019-12-20 14:00,,8.6,40,4.5,1.65,1.2,290,1984,5
2019-12-20 15:00,,8.3,41,4.5,1.02,0.6,340,2000,6
2019-12-20 16:00,,7.0,40,4.0,0.54,1.6,20,1999,6
2019-12-20 17:00,,5.9,44,4.1,0.19,2.3,20,2000,8
2019-12-20 18:00,,5.3,45,4.0,0.0,0.9,20,2000,10
2019-12-20 19:00,,4.9,48,4.2,,0.4,0,1986,10
2019-12-20 20:00,,3.7,55,4.4,,0.1,0,1946,10
2019-12-20 21:00,,2.5,60,4.4,,0.0,0,1868,9
2019-12-20 22:00,,1.3,66,4.4,,0.4,0,1850,7
2019-12-20 23:00,,0.3,71,4.4,,0.2,0,1661,5
2019-12-21 00:00,,-1.3,76,4.2,,0.2,0,1441,2
2019-12-21 01:00,,-2.3,80,4.2,,0.1,0,1277,0
2019-12-21 02:00,,-2.8,82,4.1,,0.0,0,1130,0
2019-12-21 03:00,,-3.2,82,4.0,,0.5,50,1091,6
2019-12-21 04:00,,-3.7,86,4.0,,0.1,0,888,6
2019-12-21 05:00,,-4.1,85,3.8,,0.2,0,703,9
2019-12-21 06:00,,-4.1,86,3.9,,0.5,50,683,8
2019-12-21 07:00,,-3.9,88,4.1,,0.4,0,573,9
2019-12-21 08:00,,-3.8,87,4.0,0.01,0.1,0,504,10
2019-12-21 09:00,,-1.8,83,4.4,0.15,0.0,0,596,10
2019-12-21 10:00,,1.0,68,4.5,0.5,0.8,90,1178,10
2019-12-21 11:00,,2.2,55,3.9,0.66,0.5,20,1296,10
2019-12-21 12:00,,3.5,50,3.9,0.73,0.4,0,1310,
2019-12-21 13:00,,4.1,49,4.0,0.78,0.5,110,1332,9
2019-12-21 14:00,,4.2,47,3.9,0.53,1.0,50,1371,10
2019-12-21 15:00,,4.3,44,3.6,0.28,0.5,50,1669,10
2019-12-21 16:00,,4.4,45,3.8,0.36,0.6,140,1555,10
2019-12-21 17:00,,4.0,49,4.0,0.19,0.6,340,1505,8
2019-12-21 18:00,,1.0,63,4.2,0.01,0.0,0,899,0
2019-12-21 19:00,,-0.9,71,4.1,,0.2,0,827,0
2019-12-21 20:00,,-1.9,76,4.1,,0.0,0,823,9
2019-12-21 21:00,,-2.6,79,4.0,,0.2,0,794,7
2019-12-21 22:00,,-3.0,81,4.0,,0.0,0,764,7
2019-12-21 23:00,,-3.5,83,3.9,,0.2,0,753,6
2019-12-22 00:00,,-3.5,84,4.0,,0.1,0,739,9
2019-12-22 01:00,,-3.2,83,4.0,,0.2,0,782,10
2019-12-22 02:00,,-2.6,81,4.1,,0.5,70,847,10
2019-12-22 03:00,,-1.9,81,4.3,,0.1,0,872,10
2019-12-22 04:00,,-1.5,78,4.3,,0.9,50,923,10
2019-12-22 05:00,,-1.3,78,4.3,,0.5,90,961,10
2019-12-22 06:00,,-1.2,78,4.4,,0.3,0,953,10
2019-12-22 07:00,,-0.7,77,4.5,,0.2,0,947,10
2019-12-22 08:00,,-0.5,79,4.6,0.0,0.1,0,921,10
2019-12-22 09:00,,0.6,74,4.7,0.13,0.0,0,933,10
2019-12-22 10:00,,2.4,66,4.8,0.4,0.0,0,982,10
2019-12-22 11:00,,4.1,62,5.1,0.81,0.9,230,1038,10
2019-12-22 12:00,,6.5,55,5.3,0.82,0.2,0,1152,10
2019-12-22 13:00,,7.4,54,5.6,0.57,1.1,50,1310,10
2019-12-22 14:00,,8.0,52,5.6,0.59,1.5,70,1233,10
2019-12-22 15:00,,9.0,48,5.5,0.84,1.7,20,1570,8
2019-12-22 16:00,,9.3,45,5.3,0.8,2.0,50,1854,5
2019-12-22 17:00,,7.9,48,5.1,0.26,1.1,50,1982,3
2019-12-22 18:00,,3.2,68,5.2,0.01,0.1,0,1702,0
2019-12-22 19:00,,1.8,75,5.2,,0.0,0,1120,0
2019-12-22 20:00,,0.5,81,5.2,,0.0,0,933,0
2019-12-22 21:00,,-0.8,87,5.0,,0.1,0,752,0
2019-12-22 22:00,,-1.6,88,4.8,,0.3,0,695,0
2019-12-22 23:00,,-1.9,90,4.8,,0.2,0,639,0
2019-12-23 00:00,,-2.3,92,4.8,,0.0,0,512,0
2019-12-23 01:00,,-3.2,92,4.4,,0.5,50,424,0
2019-12-23 02:00,,-3.0,92,4.5,,0.2,0,379,0
2019-12-23 03:00,,-3.3,93,4.5,,0.2,0,416,0
2019-12-23 04:00,,-3.0,93,4.6,,0.3,0,459,0
2019-12-23 05:00,,-3.5,92,4.3,,0.6,90,380,0
2019-12-23 06:00,,-3.0,92,4.5,,0.8,90,380,1
2019-12-23 07:00,,-3.1,92,4.5,,0.5,20,463,1
2019-12-23 08:00,,-2.0,92,4.9,0.02,0.6,20,475,5
2019-12-23 09:00,,-0.4,89,5.3,0.13,0.5,70,547,10
2019-12-23 10:00,,2.9,80,6.0,0.74,0.7,140,682,9
2019-12-23 11:00,,6.7,68,6.7,1.39,0.6,270,883,6
2019-12-23 12:00,,9.1,58,6.7,1.62,0.5,160,1299,2
2019-12-23 13:00,,10.5,50,6.3,1.72,1.0,270,1027,1
2019-12-23 14:00,,12.0,42,5.9,1.61,1.5,270,1242,0
2019-12-23 15:00,,11.3,38,5.1,1.21,1.8,340,1019,0
2019-12-23 16:00,,11.0,38,5.0,0.79,1.9,360,953,0
2019-12-23 17:00,,9.1,43,5.0,0.24,1.1,360,858,0
2019-12-23 18:00,,5.9,55,5.1,0.0,0.0,0,788,0
2019-12-23 19:00,,3.6,66,5.2,,0.3,0,669,0
2019-12-23 20:00,,2.5,72,5.3,,0.3,0,597,0
2019-12-23 21:00,,0.6,77,4.9,,0.3,0,614,0
2019-12-23 22:00,,-0.2,79,4.8,,0.0,0,685,1
2019-12-23 23:00,,-0.7,85,4.9,,0.3,0,675,5
2019-12-24 00:00,,-1.6,84,4.6,,0.6,70,700,6
2019-12-24 01:00,,-1.8,86,4.6,,0.1,0,609,8
2019-12-24 02:00,,-1.8,85,4.6,,0.0,0,607,10
2019-12-24 03:00,,-2.2,87,4.5,,0.3,0,555,10
2019-12-24 04:00,,-1.9,88,4.7,,0.0,0,535,10
2019-12-24 05:00,,-2.1,87,4.6,,0.1,0,511,10
2019-12-24 06:00,,-1.8,89,4.8,,0.0,0,472,10
2019-12-24 07:00,,-2.3,90,4.6,,0.1,0,416,8
2019-12-24 08:00,,-2.3,91,4.7,0.01,0.0,0,390,7
2019-12-24 09:00,,-0.1,84,5.1,0.32,0.1,0,414,8
2019-12-24 10:00,,3.1,65,5.0,0.69,0.5,70,655,0
2019-12-24 11:00,,5.5,54,4.9,1.39,1.3,90,698,7
2019-12-24 12:00,,7.2,47,4.8,1.57,1.3,270,909,4
2019-12-24 13:00,,9.5,37,4.4,1.88,0.6,270,1237,0
2019-12-24 14:00,,11.1,33,4.4,1.84,1.4,70,1258,1
2019-12-24 15:00,,11.1,37,4.9,1.49,1.0,70,1778,0
2019-12-24 16:00,,11.2,38,5.0,0.96,0.3,0,1794,0
2019-12-24 17:00,,7.9,52,5.6,0.3,0.2,0,1729,0
2019-12-24 18:00,,5.1,63,5.6,0.0,0.1,0,1689,0
2019-12-24 19:00,,2.7,69,5.1,,0.0,0,1238,0
2019-12-24 20:00,,1.2,74,4.9,,0.1,0,1235,0
2019-12-24 21:00,,0.2,78,4.9,,0.1,0,1024,0
2019-12-24 22:00,,-1.2,81,4.5,,0.1,0,1128,0
2019-12-24 23:00,,-1.7,83,4.5,,0.0,0,1106,0
2019-12-25 00:00,,-2.3,82,4.2,,0.1,0,1140,0
2019-12-25 01:00,,-2.7,82,4.1,,0.6,90,1157,0
2019-12-25 02:00,,-3.0,83,4.1,,0.0,0,1144,0
2019-12-25 03:00,,-3.3,83,4.0,,0.1,0,1157,0
2019-12-25 04:00,,-3.6,83,3.9,,0.0,0,1066,0
2019-12-25 05:00,,-4.3,85,3.8,,0.3,0,1053,0
2019-12-25 06:00,,-3.8,82,3.8,,0.5,70,1046,0
2019-12-25 07:00,,-4.4,86,3.8,,0.0,0,836,0
2019-12-25 08:00,,-4.2,86,3.9,0.02,0.0,0,589,0
2019-12-25 09:00,,-1.5,77,4.2,0.49,0.5,110,1324,0
2019-12-25 10:00,,2.0,61,4.3,1.07,0.7,140,1315,1
2019-12-25 11:00,,5.7,53,4.9,1.48,0.3,0,1456,7
2019-12-25 12:00,,7.9,47,5.0,1.73,1.0,270,1570,4
2019-12-25 13:00,,10.7,46,5.9,1.69,0.9,290,1494,5
2019-12-25 14:00,,12.6,35,5.1,1.81,0.8,70,1547,4
2019-12-25 15:00,,13.7,35,5.5,1.45,0.5,90,1715,4
2019-12-25 16:00,,13.3,34,5.2,0.83,0.4,0,1889,6
2019-12-25 17:00,,9.7,50,6.0,0.27,0.3,0,1880,4
2019-12-25 18:00,,9.0,51,5.8,0.01,0.6,90,1594,9
2019-12-25 19:00,,7.7,55,5.8,,0.0,0,955,4
2019-12-25 20:00,,8.4,50,5.5,,0.7,340,1907,9
2019-12-25 21:00,,7.1,55,5.6,,0.4,0,1763,10
2019-12-25 22:00,,6.6,60,5.8,,0.3,0,1727,9
2019-12-25 23:00,,5.5,61,5.5,,0.0,0,1670,9
2019-12-26 00:00,,4.8,60,5.2,,0.3,0,1513,9
2019-12-26 01:00,,4.5,64,5.4,,0.0,0,1461,10
2019-12-26 02:00,,4.2,64,5.3,,0.1,0,1351,9
2019-12-26 03:00,,3.2,66,5.1,,0.0,0,1343,8
2019-12-26 04:00,,3.5,68,5.4,,0.0,0,1286,10
2019-12-26 05:00,,4.0,65,5.3,,0.0,0,1318,10
2019-12-26 06:00,,4.0,63,5.1,,0.1,0,1505,10
2019-12-26 07:00,,4.0,65,5.3,,0.0,0,953,10
2019-12-26 08:00,,4.5,68,5.7,0.0,0.0,0,968,10
2019-12-26 09:00,0.0,5.0,73,6.3,0.07,0.3,0,963,9
2019-12-26 10:00,,6.6,61,6.0,0.23,0.8,290,1257,10
2019-12-26 11:00,,6.3,72,6.9,0.3,0.6,20,949,10
2019-12-26 12:00,0.4,6.1,75,7.0,0.34,0.7,290,949,10
2019-12-26 13:00,,6.3,80,7.6,0.23,0.3,0,972,10
2019-12-26 14:00,,6.0,85,7.9,0.14,0.2,0,423,9
2019-12-26 15:00,0.8,5.5,88,7.9,0.11,0.1,0,515,10
2019-12-26 16:00,,5.7,88,8.0,0.09,1.1,50,688,10
2019-12-26 17:00,,5.8,87,8.0,0.08,0.4,0,803,10
2019-12-26 18:00,0.0,5.8,69,6.3,0.01,1.2,340,1648,9
2019-12-26 19:00,,2.8,86,6.4,,0.5,70,917,5
2019-12-26 20:00,,1.8,91,6.3,,0.6,320,568,6
2019-12-26 21:00,,2.7,92,6.8,,0.6,70,900,9
2019-12-26 22:00,,4.6,59,5.0,,2.0,340,1969,9
2019-12-26 23:00,,4.6,56,4.8,,3.3,340,2000,10
2019-12-27 00:00,,4.6,50,4.2,,3.6,320,2000,9
2019-12-27 01:00,,3.3,51,4.0,,1.7,50,2000,3
2019-12-27 02:00,,2.5,52,3.8,,1.6,20,2000,4
2019-12-27 03:00,,2.2,51,3.6,,1.6,340,2000,0
2019-12-27 04:00,,1.9,50,3.5,,2.5,340,2000,0
2019-12-27 05:00,,1.2,50,3.3,,1.5,50,2000,0
2019-12-27 06:00,,-0.2,56,3.4,,0.5,70,2000,0
2019-12-27 07:00,,-0.9,56,3.2,,0.1,0,2000,0
2019-12-27 08:00,,-0.2,50,3.0,0.01,1.1,360,2000,0
2019-12-27 09:00,,1.5,48,3.3,0.41,0.8,270,1997,0
2019-12-27 10:00,,3.7,35,2.8,1.07,2.2,290,1958,0
2019-12-27 11:00,,4.9,31,2.7,1.59,2.2,340,1959,0
2019-12-27 12:00,,6.0,26,2.4,1.92,1.7,320,2000,0
2019-12-27 13:00,,6.8,24,2.4,2.05,2.2,320,1998,0
2019-12-27 14:00,,7.5,21,2.2,1.93,2.8,360,2000,0
2019-12-27 15:00,,7.6,21,2.2,1.58,2.6,360,2000,0
2019-12-27 16:00,,7.4,24,2.5,1.03,2.3,340,1998,0
2019-12-27 17:00,,5.6,27,2.5,0.34,2.2,340,2000,0
2019-12-27 18:00,,4.6,31,2.6,0.01,2.2,340,2000,
2019-12-27 19:00,,2.7,38,2.8,,0.9,50,2000,0
2019-12-27 20:00,,2.5,42,3.1,,1.3,360,1995,0
2019-12-27 21:00,,-0.6,55,3.2,,0.0,0,1909,0
2019-12-27 22:00,,-2.1,63,3.3,,0.0,0,1894,0
2019-12-27 23:00,,-3.0,69,3.4,,0.1,0,1877,0
2019-12-28 00:00,,-3.6,73,3.4,,0.1,0,1770,0
2019-12-28 01:00,,-4.2,77,3.5,,0.0,0,1744,0
2019-12-28 02:00,,-4.7,78,3.4,,0.1,0,1697,0
2019-12-28 03:00,,-5.4,83,3.4,,0.0,0,1462,0
2019-12-28 04:00,,-5.9,83,3.3,,0.1,0,1531,
2019-12-28 05:00,,-6.0,85,3.3,,0.0,0,1531,0
2019-12-28 06:00,,-6.6,85,3.2,,0.3,0,1451,0
2019-12-28 07:00,,-6.9,87,3.2,,0.2,0,1305,0
2019-12-28 08:00,,-6.5,87,3.3,0.01,0.1,0,1399,0
2019-12-28 09:00,,-3.0,78,3.8,0.62,0.0,0,1555,0
2019-12-28 10:00,,1.1,55,3.6,1.4,0.2,0,1784,1
2019-12-28 11:00,,3.4,50,3.9,1.66,1.2,270,1831,0
2019-12-28 12:00,,5.8,41,3.8,1.86,1.5,270,1930,
2019-12-28 13:00,,6.6,34,3.3,1.96,1.6,110,1888,0
2019-12-28 14:00,,7.2,33,3.3,1.82,0.8,90,1969,
2019-12-28 15:00,,7.6,31,3.2,1.5,1.2,270,1976,0
2019-12-28 16:00,,8.0,30,3.2,0.98,0.7,340,2000,0
2019-12-28 17:00,,4.7,43,3.7,0.31,0.1,0,1554,
2019-12-28 18:00,,2.3,54,3.9,0.01,0.0,0,1782,0
2019-12-28 19:00,,0.4,61,3.8,,0.0,0,1721,0
2019-12-28 20:00,,-1.3,67,3.7,,0.4,0,1683,
2019-12-28 21:00,,-2.1,70,3.7,,0.4,0,1717,0
2019-12-28 22:00,,-3.0,73,3.6,,0.0,0,1574,0
2019-12-28 23:00,,-3.3,76,3.6,,0.0,0,1407,0
2019-12-29 00:00,,-3.6,78,3.7,,0.0,0,1349,1
2019-12-29 01:00,,-4.3,80,3.6,,0.4,0,946,0
2019-12-29 02:00,,-4.2,82,3.7,,0.4,0,949,3
2019-12-29 03:00,,-4.6,84,3.7,,0.0,0,883,8
2019-12-29 04:00,,-3.7,81,3.8,,0.5,70,1030,10
2019-12-29 05:00,,-3.0,79,3.9,,0.8,70,1082,10
2019-12-29 06:00,,-1.8,77,4.1,,0.4,0,1229,10
2019-12-29 07:00,,-1.8,75,4.0,,0.5,70,1410,10
2019-12-29 08:00,,-1.4,75,4.2,0.01,0.2,0,1321,10
2019-12-29 09:00,,-0.2,73,4.4,0.13,0.1,0,1261,10
2019-12-29 10:00,,1.5,62,4.2,0.31,0.3,0,1775,10
2019-12-29 11:00,,2.7,56,4.2,0.38,0.3,0,1837,10
2019-12-29 12:00,0.0,3.5,56,4.4,0.37,0.1,0,1647,10
2019-12-29 13:00,,4.5,54,4.5,0.59,0.6,90,1382,10
2019-12-29 14:00,,5.2,56,5.0,0.56,0.7,320,1974,10
2019-12-29 15:00,0.0,5.0,60,5.2,0.36,0.2,0,1442,10
2019-12-29 16:00,,4.4,77,6.4,0.16,0.2,0,881,10
2019-12-29 17:00,,3.5,89,7.0,0.05,0.9,20,400,10
2019-12-29 18:00,1.4,3.4,90,7.0,0.0,0.5,20,425,10
2019-12-29 19:00,,3.2,93,7.1,,0.5,20,304,9
2019-12-29 20:00,,2.9,90,6.8,,0.8,70,418,10
2019-12-29 21:00,5.8,2.7,93,6.9,,0.9,90,329,10
2019-12-29 22:00,,2.7,95,7.0,,0.4,0,189,9
2019-12-29 23:00,,3.0,96,7.3,,0.0,0,161,9
2019-12-30 00:00,5.8,3.2,96,7.4,,0.1,0,134,9
2019-12-30 01:00,,3.4,96,7.5,,0.5,110,176,10
2019-12-30 02:00,,3.5,96,7.5,,0.9,70,338,9
2019-12-30 03:00,0.6,3.5,95,7.4,,0.7,90,300,7
2019-12-30 04:00,,3.4,95,7.4,,0.8,20,343,9
2019-12-30 05:00,,3.5,94,7.4,,0.6,70,368,9
2019-12-30 06:00,,3.4,95,7.4,,0.2,0,209,9
2019-12-30 07:00,,3.6,95,7.5,,0.1,0,287,7
2019-12-30 08:00,,3.7,94,7.5,0.0,0.3,0,361,7
2019-12-30 09:00,,4.4,91,7.6,0.09,0.0,0,434,9
2019-12-30 10:00,,5.1,90,7.8,0.33,0.4,0,429,10
2019-12-30 11:00,,6.0,87,8.1,0.47,0.2,0,510,10
2019-12-30 12:00,,6.8,87,8.5,0.62,0.2,0,561,10
2019-12-30 13:00,,8.4,81,8.9,1.12,1.3,290,692,
2019-12-30 14:00,,10.3,76,9.5,1.25,0.4,0,1464,9
2019-12-30 15:00,,10.8,77,9.9,1.1,0.4,0,1605,9
2019-12-30 16:00,,10.6,77,9.8,0.46,0.5,200,1137,
2019-12-30 17:00,,9.8,83,10.0,0.15,0.3,0,981,2
2019-12-30 18:00,,9.3,84,9.8,0.01,0.2,0,1406,5
2019-12-30 19:00,,8.1,87,9.3,,0.5,320,1983,
2019-12-30 20:00,,6.6,90,8.7,,0.1,0,1655,0
2019-12-30 21:00,,6.6,91,8.8,,0.0,0,1873,2
2019-12-30 22:00,,6.0,74,6.9,,0.5,70,1715,9
2019-12-30 23:00,,5.8,51,4.7,,1.4,340,1463,0
2019-12-31 00:00,,3.2,53,4.1,,0.9,360,1759,0
2019-12-31 01:00,,1.5,60,4.1,,0.3,0,1833,0
2019-12-31 02:00,,0.4,63,4.0,,0.9,360,1961,0
2019-12-31 03:00,,0.5,51,3.2,,1.7,360,2000,0
2019-12-31 04:00,,0.3,49,3.1,,2.9,340,2000,
2019-12-31 05:00,,-0.9,47,2.7,,3.6,360,1997,1
2019-12-31 06:00,,-1.5,41,2.3,,3.7,360,2000,0
2019-12-31 07:00,,-2.3,40,2.1,,2.3,20,2000,
2019-12-31 08:00,,-2.8,38,1.9,0.01,3.6,340,2000,0
2019-12-31 09:00,,-2.5,32,1.6,0.41,1.7,360,2000,0
2019-12-31 10:00,,-1.7,27,1.5,1.09,3.1,340,1894,0
2019-12-31 11:00,,-0.7,24,1.4,1.66,2.9,360,1991,0
2019-12-31 12:00,,0.6,21,1.3,2.01,3.2,360,1992,0
2019-12-31 13:00,,1.6,19,1.3,2.14,2.9,360,1996,0
2019-12-31 14:00,,2.7,20,1.5,2.03,2.7,360,2000,0
2019-12-31 15:00,,2.5,24,1.8,1.66,3.4,320,1997,0
2019-12-31 16:00,,2.5,20,1.5,1.13,2.3,360,2000,0
2019-12-31 17:00,,1.2,23,1.5,0.41,2.2,340,2000,0
2019-12-31 18:00,,0.0,27,1.6,0.01,1.5,20,2000,0
2019-12-31 19:00,,-0.7,29,1.7,,1.6,20,2000,0
2019-12-31 20:00,,-1.5,31,1.7,,1.0,50,2000,0
2019-12-31 21:00,,-2.4,31,1.6,,0.8,50,2000,
2019-12-31 22:00,,-3.7,39,1.8,,0.4,0,2000,0
2019-12-31 23:00,,-4.6,46,2.0,,0.2,0,2000,0
2020-01-01 00:00,,-6.3,55,2.1,,0.1,0,2000,0
2020-01-01 01:00,,-7.2,57,2.0,,0.3,0,2000,0
2020-01-01 02:00,,-6.6,51,1.9,,0.8,50,2000,0
2020-01-01 03:00,,-6.0,41,1.6,,0.3,0,2000,0
2020-01-01 04:00,,-7.0,47,1.7,,0.0,0,2000,0
2020-01-01 05:00,,-7.9,57,1.9,,0.3,0,2000,10
2020-01-01 06:00,,-7.6,63,2.2,,0.0,0,2000,10
2020-01-01 07:00,,-5.9,48,1.9,,0.6,50,2000,10
2020-01-01 08:00,,-6.5,62,2.3,0.01,0.0,0,2000,7
2020-01-01 09:00,,-4.3,55,2.4,0.42,0.3,0,2000,1
2020-01-01 10:00,,-1.3,44,2.4,1.02,0.6,90,1971,0
2020-01-01 11:00,,1.9,36,2.5,1.57,0.8,200,1972,0
2020-01-01 12:00,,3.5,40,3.1,1.89,0.5,200,1960,0
2020-01-01 13:00,,4.8,38,3.3,1.99,1.1,250,1975,
2020-01-01 14:00,,5.9,37,3.4,1.88,1.4,270,2000,0
2020-01-01 15:00,,6.3,36,3.4,1.53,0.8,200,2000,0
2020-01-01 16:00,,6.9,37,3.7,1.0,0.5,110,2000,0
2020-01-01 17:00,,4.5,44,3.7,0.35,1.0,160,2000,0
2020-01-01 18:00,,1.2,58,3.9,0.01,0.4,0,2000,0
2020-01-01 19:00,,-0.5,66,3.9,,0.3,0,1918,0
2020-01-01 20:00,,-1.4,70,3.9,,0.5,70,1906,0
2020-01-01 21:00,,-2.2,73,3.8,,0.2,0,1997,0
2020-01-01 22:00,,-3.1,77,3.8,,0.2,0,1952,0
2020-01-01 23:00,,-3.7,79,3.7,,0.1,0,1759,0
2020-01-02 00:00,,-4.0,83,3.8,,0.0,0,1833,0
2020-01-02 01:00,,-4.6,84,3.7,,0.2,0,1562,0
2020-01-02 02:00,,-4.8,86,3.7,,0.2,0,1345,0
2020-01-02 03:00,,-5.2,88,3.7,,0.0,0,1150,0
2020-01-02 04:00,,-5.5,89,3.6,,0.1,0,1045,2
2020-01-02 05:00,,-5.9,90,3.6,,0.0,0,879,1
2020-01-02 06:00,,-6.1,90,3.5,,0.0,0,863,0
2020-01-02 07:00,,-6.0,90,3.5,,0.1,0,823,5
2020-01-02 08:00,,-5.7,90,3.6,0.01,0.2,0,560,0
2020-01-02 09:00,,-3.3,87,4.2,0.41,0.3,0,880,0
2020-01-02 10:00,,0.1,79,4.9,0.94,0.5,180,1275,0
2020-01-02 11:00,,2.9,60,4.5,1.5,0.5,230,1334,3
2020-01-02 12:00,,4.7,52,4.4,1.7,1.2,270,1274,0
2020-01-02 13:00,,6.4,46,4.4,1.82,1.1,270,1372,
2020-01-02 14:00,,7.8,42,4.4,1.72,1.2,270,1533,0
2020-01-02 15:00,,8.6,39,4.3,1.43,0.9,290,1714,2
2020-01-02 16:00,,8.3,44,4.8,0.91,0.9,230,1448,0
2020-01-02 17:00,,6.7,49,4.8,0.33,0.6,160,1323,
2020-01-02 18:00,,3.2,64,4.9,0.01,0.3,0,1136,
2020-01-02 19:00,,1.2,73,4.9,,0.0,0,924,0
2020-01-02 20:00,,-0.3,80,4.8,,0.1,0,801,0
2020-01-02 21:00,,-1.2,82,4.6,,0.1,0,681,0
2020-01-02 22:00,,-1.9,85,4.5,,0.2,0,570,0
2020-01-02 23:00,,-2.3,89,4.6,,0.1,0,444,0
2020-01-03 00:00,,-3.1,90,4.4,,0.0,0,370,0
2020-01-03 01:00,,-3.6,91,4.3,,0.0,0,329,0
2020-01-03 02:00,,-3.8,91,4.2,,0.4,0,327,0
2020-01-03 03:00,,-4.2,92,4.1,,0.2,0,276,0
2020-01-03 04:00,,-4.7,91,3.9,,0.1,0,288,0
2020-01-03 05:00,,-4.9,91,3.9,,0.0,0,319,0
2020-01-03 06:00,,-5.1,92,3.8,,0.1,0,305,0
2020-01-03 07:00,,-5.6,91,3.7,,0.0,0,257,0
2020-01-03 08:00,,-5.5,91,3.7,0.01,0.3,0,262,0
2020-01-03 09:00,,-3.3,90,4.3,0.36,0.1,0,274,0
2020-01-03 10:00,,0.2,85,5.3,0.9,0.3,0,395,1
2020-01-03 11:00,,3.9,64,5.2,1.56,0.2,0,640,3
2020-01-03 12:00,,6.5,50,4.9,1.75,1.4,270,901,
2020-01-03 13:00,,8.2,43,4.7,1.9,1.2,250,1033,0
2020-01-03 14:00,,9.3,38,4.4,1.82,1.0,250,1213,2
2020-01-03 15:00,,10.5,35,4.4,1.47,0.5,290,1374,0
2020-01-03 16:00,,10.6,32,4.1,0.96,0.8,290,1672,
2020-01-03 17:00,,8.8,34,3.8,0.34,0.8,50,1900,
2020-01-03 18:00,,4.5,53,4.5,0.01,0.3,0,1812,
2020-01-03 19:00,,1.8,65,4.5,,0.2,0,1012,
2020-01-03 20:00,,0.5,72,4.6,,0.4,0,1059,0
2020-01-03 21:00,,-1.3,77,4.3,,0.1,0,1066,
2020-01-03 22:00,,-1.5,80,4.4,,0.0,0,1062,0
2020-01-03 23:00,,-2.6,81,4.1,,0.1,0,966,0
2020-01-04 00:00,,-3.3,86,4.1,,0.3,0,747,0
2020-01-04 01:00,,-3.6,87,4.1,,0.1,0,679,0
2020-01-04 02:00,,-4.2,88,4.0,,0.2,0,560,0
2020-01-04 03:00,,-4.7,90,3.9,,0.0,0,400,0
2020-01-04 04:00,,-5.0,91,3.8,,0.0,0,368,0
2020-01-04 05:00,,-5.5,91,3.7,,0.1,0,316,6
2020-01-04 06:00,,-5.5,92,3.8,,0.0,0,276,9
2020-01-04 07:00,,-5.4,91,3.7,,0.0,0,220,7
2020-01-04 08:00,,-5.0,91,3.8,0.01,0.0,0,257,10
2020-01-04 09:00,,-2.8,88,4.4,0.3,0.0,0,369,8
2020-01-04 10:00,,0.0,84,5.2,0.64,0.3,0,477,7
2020-01-04 11:00,,3.4,64,5.0,1.3,0.5,180,859,6
2020-01-04 12:00,,6.5,38,3.7,1.81,0.3,0,1823,2
2020-01-04 13:00,,7.7,38,4.0,1.95,1.6,270,1593,0
2020-01-04 14:00,,9.1,35,4.1,1.83,1.0,250,1852,0
2020-01-04 15:00,,10.3,36,4.5,1.48,2.5,360,1676,0
2020-01-04 16:00,,9.6,37,4.4,0.96,2.9,360,1649,0
2020-01-04 17:00,,8.5,39,4.3,0.37,2.3,20,1572,0
2020-01-04 18:00,,5.6,48,4.4,0.02,0.5,20,1432,0
2020-01-04 19:00,,5.0,51,4.4,,1.5,50,1238,0
2020-01-04 20:00,,3.3,57,4.4,,0.3,0,1198,0
2020-01-04 21:00,,0.8,66,4.3,,0.2,0,1072,0
2020-01-04 22:00,,-0.8,73,4.2,,0.3,0,965,0
2020-01-04 23:00,,-1.9,78,4.2,,0.8,20,914,0
2020-01-05 00:00,,-2.7,81,4.1,,0.5,50,815,0
2020-01-05 01:00,,-3.2,83,4.0,,0.5,20,730,0
2020-01-05 02:00,,-3.6,85,4.0,,0.0,0,643,0
2020-01-05 03:00,,-4.3,88,3.9,,0.1,0,626,0
2020-01-05 04:00,,-4.5,87,3.8,,0.8,70,592,0
2020-01-05 05:00,,-5.5,89,3.6,,0.0,0,514,0
2020-01-05 06:00,,-5.8,90,3.6,,0.5,70,497,0
2020-01-05 07:00,,-6.2,90,3.5,,0.1,0,466,0
2020-01-05 08:00,,-5.9,89,3.5,0.01,0.3,0,387,0
