,rain,temperature,humidity,pressure,solar_radiation,wind_speed,wind_direction,visibility,total_cloud
2023-09-04 17:00,,32.2,58,27.7,1.38,1.0,360,5000,5
2023-09-04 18:00,,28.8,72,28.4,0.58,0.3,0,4862,3
2023-09-04 19:00,,28.0,82,30.9,0.02,0.8,290,5000,5
2023-09-04 20:00,,26.2,89,30.2,,0.1,0,3244,4
2023-09-04 21:00,,25.6,91,29.8,,0.2,0,1884,4
2023-09-04 22:00,,24.7,94,29.1,,0.1,0,1480,5
2023-09-04 23:00,,24.7,92,28.6,,0.3,0,2893,6
2023-09-05 00:00,,24.0,93,27.6,,0.2,0,3138,2
2023-09-05 01:00,,23.4,94,26.9,,0.3,0,3188,3
2023-09-05 02:00,,22.9,95,26.4,,0.0,0,2280,3
2023-09-05 03:00,,22.7,97,26.6,,0.2,0,2017,3
2023-09-05 04:00,,22.7,93,25.6,,0.1,0,3420,3
2023-09-05 05:00,,22.1,95,25.2,,0.1,0,2846,1
2023-09-05 06:00,,22.0,96,25.3,,0.1,0,2686,2
2023-09-05 07:00,,24.1,87,26.0,0.12,0.5,20,4769,2
2023-09-05 08:00,,26.2,78,26.4,0.8,1.1,50,5000,0
2023-09-05 09:00,,27.2,72,26.0,1.59,3.2,20,5000,0
2023-09-05 10:00,,28.6,63,24.6,2.22,1.8,360,5000,2
2023-09-05 11:00,,29.3,59,24.0,2.37,2.2,360,5000,6
2023-09-05 12:00,,30.2,54,23.1,3.1,2.2,50,5000,4
2023-09-05 13:00,,30.2,58,24.9,2.91,1.8,20,5000,5
2023-09-05 14:00,,29.7,59,24.6,1.66,2.0,360,5000,7
2023-09-05 15:00,,30.4,57,24.7,1.89,1.7,360,5000,8
2023-09-05 16:00,,30.7,55,24.3,1.81,1.9,360,5000,7
2023-09-05 17:00,,30.6,59,25.8,1.44,1.0,360,5000,6
2023-09-05 18:00,,28.8,62,24.4,0.58,0.6,90,5000,3
2023-09-05 19:00,,26.0,70,23.4,0.04,0.3,0,4402,7
2023-09-05 20:00,,24.1,82,24.6,,0.1,0,4958,6
2023-09-05 21:00,,24.7,75,23.2,,0.7,70,5000,8
2023-09-05 22:00,,24.1,76,22.7,,0.3,0,4997,8
2023-09-05 23:00,,22.7,89,24.4,,0.3,0,2946,9
2023-09-06 00:00,,23.1,83,23.4,,0.2,0,,9
2023-09-06 01:00,,21.3,90,22.7,,0.0,0,3384,8
2023-09-06 02:00,,20.6,93,22.5,,0.3,0,3177,6
2023-09-06 03:00,,20.1,94,22.0,,0.0,0,3162,5
2023-09-06 04:00,,20.0,92,21.4,,0.0,0,3945,5
2023-09-06 05:00,,19.8,93,21.4,,0.0,0,3553,5
2023-09-06 06:00,,19.8,94,21.7,,0.3,0,4122,3
2023-09-06 07:00,,22.3,87,23.4,0.12,1.0,320,4863,0
2023-09-06 08:00,,24.2,79,23.8,0.81,0.8,290,5000,0
2023-09-06 09:00,,27.2,66,23.7,1.58,1.3,50,5000,0
2023-09-06 10:00,,28.1,64,24.3,2.26,2.0,20,5000,0
2023-09-06 11:00,,29.0,62,24.7,2.85,1.7,50,5000,0
2023-09-06 12:00,,29.2,60,24.3,2.8,2.1,360,5000,3
2023-09-06 13:00,,30.6,57,25.0,3.12,2.1,50,4987,6
2023-09-06 14:00,,29.6,59,24.4,1.99,1.5,70,4829,4
2023-09-06 15:00,,31.4,51,23.4,2.79,2.7,70,5000,1
2023-09-06 16:00,,31.3,52,23.7,2.18,1.7,70,5000,3
2023-09-06 17:00,,31.1,54,24.3,1.48,1.7,70,5000,2
2023-09-06 18:00,,28.3,64,24.6,0.7,1.0,90,5000,2
2023-09-06 19:00,,26.0,75,25.2,0.06,0.2,0,4646,0
2023-09-06 20:00,,25.2,79,25.2,,0.7,110,4235,2
2023-09-06 21:00,,26.4,67,22.9,,1.5,70,5000,4
2023-09-06 22:00,,25.2,72,22.9,,1.0,340,4999,2
2023-09-06 23:00,,22.5,87,23.7,,0.2,0,3659,2
2023-09-07 00:00,,21.5,91,23.2,,0.0,0,3001,2
2023-09-07 01:00,,20.8,93,22.8,,0.4,0,2819,2
2023-09-07 02:00,,20.4,93,22.2,,0.4,0,2134,0
2023-09-07 03:00,,19.7,95,21.7,,0.2,0,1971,0
2023-09-07 04:00,,19.5,95,21.4,,0.0,0,1193,0
2023-09-07 05:00,,19.6,95,21.6,,0.4,0,2114,0
2023-09-07 06:00,,18.9,95,20.6,,0.6,50,2177,0
2023-09-07 07:00,,20.6,85,20.5,0.11,0.3,0,3313,0
2023-09-07 08:00,,23.4,71,20.4,0.79,1.6,20,4139,0
2023-09-07 09:00,,25.2,60,19.1,1.61,1.7,50,4623,0
2023-09-07 10:00,,26.1,58,19.5,2.28,2.7,360,5000,0
2023-09-07 11:00,,26.7,54,18.9,2.84,2.3,20,5000,0
2023-09-07 12:00,,27.9,54,20.2,3.15,2.0,50,4818,0
2023-09-07 13:00,,28.7,52,20.4,3.26,1.9,340,5000,0
2023-09-07 14:00,,29.3,53,21.6,3.23,2.3,50,4886,3
2023-09-07 15:00,,30.1,50,21.3,2.66,2.5,20,5000,5
2023-09-07 16:00,,29.1,50,20.1,1.77,2.0,50,4976,4
2023-09-07 17:00,,29.5,48,19.7,1.33,2.4,20,5000,0
2023-09-07 18:00,,28.0,53,20.0,0.61,1.9,20,5000,0
2023-09-07 19:00,,26.4,57,19.5,0.06,1.7,50,5000,0
2023-09-07 20:00,,23.9,64,18.9,,0.9,50,5000,0
2023-09-07 21:00,,22.3,73,19.6,,0.9,50,5000,0
2023-09-07 22:00,,22.3,71,19.0,,0.3,0,5000,0
2023-09-07 23:00,,22.3,69,18.5,,0.9,360,5000,0
2023-09-08 00:00,,19.7,83,19.0,,0.7,50,4525,0
2023-09-08 01:00,,19.0,86,18.8,,0.5,70,5000,0
2023-09-08 02:00,,18.0,91,18.8,,0.1,0,4381,0
2023-09-08 03:00,,17.7,92,18.5,,0.0,0,4271,0
2023-09-08 04:00,,17.5,94,18.8,,0.1,0,3674,0
2023-09-08 05:00,,17.2,94,18.4,,0.2,0,3948,0
2023-09-08 06:00,,16.8,94,17.9,,0.2,0,3411,0
2023-09-08 07:00,,18.5,91,19.2,0.12,0.7,70,4622,0
2023-09-08 08:00,,22.2,75,20.0,0.78,0.5,270,5000,0
2023-09-08 09:00,,24.7,64,19.9,1.57,1.8,20,5000,0
2023-09-08 10:00,,25.3,60,19.2,2.27,3.1,20,5000,0
2023-09-08 11:00,,26.9,62,21.8,2.82,1.4,50,5000,0
2023-09-08 12:00,,26.2,58,19.6,2.14,2.1,20,5000,5
2023-09-08 13:00,,28.5,51,19.7,2.54,1.7,70,5000,5
2023-09-08 14:00,,28.7,51,20.0,3.11,1.7,90,5000,1
2023-09-08 15:00,,28.7,50,19.6,2.62,1.3,50,5000,0
2023-09-08 16:00,,29.0,48,19.1,2.08,1.8,340,5000,0
2023-09-08 17:00,,28.7,49,19.2,1.49,1.3,20,5000,0
2023-09-08 18:00,,27.7,54,20.0,0.61,1.0,20,5000,0
2023-09-08 19:00,,24.7,74,22.9,0.05,0.9,290,5000,0
2023-09-08 20:00,,22.3,85,22.8,,0.6,290,4956,0
2023-09-08 21:00,,21.1,88,22.0,,0.1,0,4805,0
2023-09-08 22:00,,20.6,91,22.0,,0.3,0,4229,0
2023-09-08 23:00,,20.1,91,21.3,,0.4,0,4089,0
2023-09-09 00:00,,19.1,94,20.8,,0.0,0,3158,0
2023-09-09 01:00,,18.7,95,20.4,,0.0,0,2614,0
2023-09-09 02:00,,18.5,95,20.1,,0.4,0,2490,0
2023-09-09 03:00,,19.8,95,21.8,,1.0,320,3409,8
2023-09-09 04:00,,18.7,93,20.0,,0.1,0,3102,6
2023-09-09 05:00,,18.2,94,19.6,,0.5,20,3353,1
2023-09-09 06:00,,17.7,96,19.4,,0.3,0,2168,0
2023-09-09 07:00,,18.3,96,20.1,0.11,0.4,0,2867,0
2023-09-09 08:00,,20.8,86,21.0,0.75,0.8,70,4475,0
2023-09-09 09:00,,23.1,77,21.7,1.54,0.8,50,3361,0
2023-09-09 10:00,,24.5,74,22.7,2.23,1.0,200,4979,0
2023-09-09 11:00,,26.4,67,22.9,2.77,1.6,140,4485,0
2023-09-09 12:00,,27.4,60,21.8,3.11,1.4,200,5000,0
2023-09-09 13:00,,28.9,56,22.2,3.23,1.3,20,4641,0
2023-09-09 14:00,,29.7,54,22.4,3.12,1.1,20,4898,0
2023-09-09 15:00,,29.9,54,22.7,2.68,1.2,70,4970,0
2023-09-09 16:00,,29.7,52,21.6,2.19,2.1,110,5000,0
2023-09-09 17:00,,28.6,60,23.4,1.41,2.0,200,5000,0
2023-09-09 18:00,,26.4,69,23.7,0.57,1.3,160,5000,0
2023-09-09 19:00,,24.7,76,23.5,0.04,1.1,250,5000,2
2023-09-09 20:00,,23.8,80,23.5,,0.7,180,4977,1
2023-09-09 21:00,,22.6,86,23.5,,0.1,0,4798,1
2023-09-09 22:00,,21.5,90,22.9,,0.2,0,4191,0
2023-09-09 23:00,,20.7,92,22.4,,0.3,0,3301,1
2023-09-10 00:00,,21.0,93,23.1,,0.5,70,,0
2023-09-10 01:00,,20.7,93,22.7,,0.2,0,1732,7
2023-09-10 02:00,,20.5,94,22.5,,0.3,0,2902,8
2023-09-10 03:00,,19.9,95,22.0,,0.0,0,2345,7
2023-09-10 04:00,,19.9,96,22.2,,0.4,0,2425,5
2023-09-10 05:00,,19.2,96,21.3,,0.0,0,1984,6
2023-09-10 06:00,,19.0,96,21.0,,0.1,0,1988,6
2023-09-10 07:00,,20.2,96,22.7,0.07,0.0,0,3030,4
2023-09-10 08:00,,22.5,88,24.0,0.8,0.9,270,,4
2023-09-10 09:00,,23.4,82,23.5,1.02,0.9,290,3585,6
2023-09-10 10:00,,25.0,75,23.7,1.59,0.8,290,3534,2
2023-09-10 11:00,,26.0,69,23.1,2.32,1.3,270,4963,0
2023-09-10 12:00,,28.2,61,23.2,2.44,1.0,340,5000,5
2023-09-10 13:00,,28.1,58,22.0,2.89,0.9,110,5000,0
2023-09-10 14:00,,29.6,55,22.7,2.55,1.4,290,5000,2
2023-09-10 15:00,,29.6,53,22.0,2.75,1.3,320,5000,0
2023-09-10 16:00,,29.8,52,21.7,2.16,1.8,270,5000,0
2023-09-10 17:00,,29.0,56,22.4,1.45,1.8,200,5000,2
2023-09-10 18:00,,27.2,63,22.7,0.6,1.2,140,5000,5
2023-09-10 19:00,,25.5,71,23.1,0.05,0.7,200,5000,5
2023-09-10 20:00,,23.2,85,24.1,,0.2,0,,5
2023-09-10 21:00,,22.6,87,23.8,,0.0,0,,4
2023-09-10 22:00,,22.9,90,25.0,,0.1,0,,3
2023-09-10 23:00,,22.7,90,24.7,,0.0,0,3706,7
2023-09-11 00:00,,21.6,92,23.7,,0.0,0,3355,6
2023-09-11 01:00,,21.2,94,23.5,,0.1,0,3061,6
2023-09-11 02:00,,20.7,95,23.1,,0.0,0,2943,6
2023-09-11 03:00,,21.2,89,22.4,,0.3,0,4077,6
2023-09-11 04:00,,21.4,90,22.8,,0.9,320,4171,2
2023-09-11 05:00,,20.0,95,22.1,,0.4,0,3041,6
2023-09-11 06:00,,20.5,93,22.4,,0.5,290,3611,6
2023-09-11 07:00,,20.9,92,22.7,0.14,0.4,0,3321,7
2023-09-11 08:00,,23.7,83,24.3,0.79,0.2,0,4574,6
2023-09-11 09:00,,25.3,77,24.7,1.49,0.6,70,4664,3
2023-09-11 10:00,,25.7,76,25.0,1.4,1.3,290,4806,6
2023-09-11 11:00,,27.5,71,26.0,1.99,0.8,230,4961,6
2023-09-11 12:00,,27.9,65,24.4,1.96,1.1,270,5000,8
2023-09-11 13:00,,28.1,61,23.1,1.28,1.3,250,5000,10
2023-09-11 14:00,,28.8,63,24.9,1.44,1.0,290,4946,9
2023-09-11 15:00,,29.6,60,24.9,2.28,0.8,110,4997,7
2023-09-11 16:00,,29.3,59,24.0,1.78,1.4,140,4836,5
2023-09-11 17:00,,28.5,63,24.4,1.12,1.6,180,2867,6
2023-09-11 18:00,,27.5,71,26.0,0.55,1.1,250,5000,3
2023-09-11 19:00,,25.6,81,26.4,0.02,1.3,160,4326,5
2023-09-11 20:00,,24.9,87,27.2,,0.9,270,3002,6
2023-09-11 21:00,,23.3,92,26.3,,0.0,0,1946,5
2023-09-11 22:00,,23.1,94,26.4,,0.0,0,1713,6
2023-09-11 23:00,,22.7,94,25.8,,0.2,0,1519,9
2023-09-12 00:00,,22.7,94,25.8,,0.4,0,1572,10
2023-09-12 01:00,,22.3,94,25.2,,0.1,0,1304,5
2023-09-12 02:00,,22.2,96,25.6,,0.0,0,1293,6
2023-09-12 03:00,,22.7,95,26.1,,0.0,0,1614,7
2023-09-12 04:00,,23.0,94,26.3,,0.6,70,1700,9
2023-09-12 05:00,,22.7,94,25.8,,0.4,0,1367,7
2023-09-12 06:00,,23.2,91,25.8,,0.4,0,2084,4
2023-09-12 07:00,,23.2,90,25.5,0.04,0.8,320,2397,9
2023-09-12 08:00,,23.3,88,25.0,0.28,0.6,50,2518,10
2023-09-12 09:00,,24.4,82,25.0,0.86,0.9,270,3288,9
2023-09-12 10:00,,27.1,76,27.1,1.91,0.9,290,2816,8
2023-09-12 11:00,,28.0,73,27.4,2.45,1.5,140,2424,7
2023-09-12 12:00,,28.7,68,26.8,2.41,0.8,90,3113,8
2023-09-12 13:00,,29.8,63,26.3,2.6,1.0,90,2375,7
2023-09-12 14:00,,29.8,58,24.3,2.52,1.0,160,4052,9
2023-09-12 15:00,,29.6,66,27.2,1.84,1.5,230,3174,9
2023-09-12 16:00,,28.7,65,25.5,1.38,1.3,200,3488,9
2023-09-12 17:00,,28.4,67,25.8,1.18,1.0,200,3650,8
2023-09-12 18:00,,26.9,68,24.0,0.43,0.8,180,4147,7
2023-09-12 19:00,,24.3,83,25.2,0.05,0.2,0,2082,6
2023-09-12 20:00,,23.6,89,25.8,,0.4,0,2703,7
2023-09-12 21:00,,23.2,91,25.8,,0.6,50,2249,6
2023-09-12 22:00,,22.6,91,24.9,,0.5,90,1753,9
2023-09-12 23:00,,22.5,92,25.0,,0.0,0,1563,8
2023-09-13 00:00,,22.2,93,24.9,,0.0,0,1512,10
2023-09-13 01:00,,22.2,93,24.9,,0.0,0,1458,10
2023-09-13 02:00,,22.1,94,24.9,,0.3,0,1456,10
2023-09-13 03:00,,22.0,94,24.7,,0.1,0,467,10
2023-09-13 04:00,0.0,22.0,95,25.0,,0.0,0,1155,10
2023-09-13 05:00,,22.0,95,25.0,,0.0,0,1105,10
2023-09-13 06:00,,22.0,95,25.0,,0.0,0,1092,10
2023-09-13 07:00,,22.6,94,25.6,0.08,0.1,0,1170,10
2023-09-13 08:00,,23.9,88,26.0,0.31,0.4,0,1827,10
2023-09-13 09:00,,25.7,82,26.9,0.88,0.4,0,2141,9
2023-09-13 10:00,,26.2,81,27.4,1.02,0.7,320,2202,10
2023-09-13 11:00,,26.6,80,27.7,0.67,0.8,20,2450,10
2023-09-13 12:00,,26.8,78,27.4,0.72,0.9,20,2563,10
2023-09-13 13:00,,26.8,78,27.4,0.87,1.0,320,2645,10
2023-09-13 14:00,0.0,26.8,79,27.7,0.6,1.1,340,2199,10
2023-09-13 15:00,0.0,27.2,80,28.8,0.79,1.4,290,2435,10
2023-09-13 16:00,,27.5,78,28.6,0.83,0.8,70,2354,10
2023-09-13 17:00,,27.0,82,29.1,0.33,0.9,50,2123,10
2023-09-13 18:00,,26.5,85,29.3,0.14,0.6,270,1713,10
2023-09-13 19:00,,25.3,83,26.6,0.01,0.8,290,2959,10
2023-09-13 20:00,,24.3,86,26.1,,1.7,290,2925,10
2023-09-13 21:00,,24.2,88,26.4,,0.7,320,2460,10
2023-09-13 22:00,0.1,23.8,91,26.8,,0.6,340,1094,10
2023-09-13 23:00,28.0,23.2,96,27.2,,1.8,50,96,10
2023-09-14 00:00,2.3,23.2,96,27.2,,0.9,20,295,10
2023-09-14 01:00,41.1,23.2,97,27.4,,0.5,270,86,10
2023-09-14 02:00,1.4,23.0,97,27.1,,0.0,0,836,10
2023-09-14 03:00,,22.7,97,26.6,,0.0,0,463,10
2023-09-14 04:00,0.1,22.7,98,26.9,,0.0,0,315,10
2023-09-14 05:00,0.1,22.7,97,26.6,,0.2,0,1203,10
2023-09-14 06:00,0.1,22.7,96,26.4,,0.4,0,1517,10
2023-09-14 07:00,0.1,22.7,97,26.6,0.05,0.3,0,994,10
2023-09-14 08:00,,23.1,96,27.1,0.18,0.2,0,1271,10
2023-09-14 09:00,,23.9,94,27.7,0.41,0.6,140,2043,9
2023-09-14 10:00,,24.2,91,27.4,0.53,0.7,320,1876,10
2023-09-14 11:00,,24.7,91,28.3,0.5,0.0,0,2405,10
2023-09-14 12:00,,25.5,86,27.9,0.73,1.5,110,4269,10
2023-09-14 13:00,0.1,25.1,90,28.6,0.54,0.6,90,1826,10
2023-09-14 14:00,0.4,25.6,89,29.1,1.0,1.5,110,3768,10
2023-09-14 15:00,0.2,25.0,93,29.3,0.54,1.0,110,1117,10
2023-09-14 16:00,0.2,24.7,92,28.6,0.52,1.5,110,2117,10
2023-09-14 17:00,0.2,24.2,94,28.3,0.31,1.0,140,1162,10
2023-09-14 18:00,0.4,24.0,94,27.9,0.1,0.2,0,1567,10
2023-09-14 19:00,2.1,23.5,96,27.7,0.0,0.5,110,518,10
2023-09-14 20:00,0.3,23.3,96,27.4,,0.9,360,1326,10
2023-09-14 21:00,0.2,23.2,96,27.2,,0.2,0,953,10
2023-09-14 22:00,0.3,23.0,96,26.9,,0.2,0,1764,9
2023-09-14 23:00,,22.8,96,26.6,,0.1,0,1321,10
2023-09-15 00:00,0.0,22.7,96,26.4,,0.5,360,1531,10
2023-09-15 01:00,1.1,22.6,97,26.4,,0.5,20,903,4
2023-09-15 02:00,,22.4,96,26.0,,0.0,0,1758,10
2023-09-15 03:00,0.2,22.2,96,25.6,,0.5,20,408,9
2023-09-15 04:00,2.5,22.0,96,25.3,,0.1,0,559,10
2023-09-15 05:00,6.4,21.6,97,24.9,,0.3,0,278,0
2023-09-15 06:00,1.6,21.6,97,24.9,,0.1,0,760,1
2023-09-15 07:00,0.9,21.7,97,25.0,0.01,0.5,340,2084,9
2023-09-15 08:00,0.1,22.3,96,25.8,0.24,1.2,360,4689,10
2023-09-15 09:00,,22.7,94,25.8,0.27,0.5,340,5000,10
2023-09-15 10:00,0.0,23.6,91,26.4,0.75,0.5,360,4468,9
2023-09-15 11:00,0.0,23.8,90,26.4,0.71,0.8,340,5000,9
2023-09-15 12:00,0.1,23.7,90,26.3,0.58,1.0,340,1528,10
2023-09-15 13:00,,24.8,84,26.3,1.01,1.4,20,5000,9
2023-09-15 14:00,,25.1,83,26.4,0.76,1.4,20,5000,9
2023-09-15 15:00,,26.0,80,26.8,1.09,0.8,50,5000,7
2023-09-15 16:00,,25.4,86,27.7,0.38,0.7,360,4965,6
2023-09-15 17:00,,24.7,90,27.9,0.29,1.2,270,2782,6
2023-09-15 18:00,,24.3,91,27.6,0.18,0.6,20,4737,9
2023-09-15 19:00,,24.2,91,27.4,0.02,0.0,0,4519,7
2023-09-15 20:00,,23.6,95,27.6,,0.0,0,1923,6
2023-09-15 21:00,,23.8,93,27.2,,0.1,0,3367,8
2023-09-15 22:00,,23.5,94,27.1,,0.0,0,2729,3
2023-09-15 23:00,,23.5,96,27.7,,0.0,0,2663,3
2023-09-16 00:00,,23.5,96,27.7,,0.1,0,2193,3
2023-09-16 01:00,,23.5,97,27.9,,0.0,0,1326,9
2023-09-16 02:00,,23.5,97,27.9,,0.0,0,915,8
2023-09-16 03:00,,23.5,96,27.7,,0.1,0,1575,6
2023-09-16 04:00,,23.3,96,27.4,,0.4,0,613,9
2023-09-16 05:00,,23.2,97,27.4,,0.6,360,226,7
2023-09-16 06:00,,23.1,98,27.6,,0.5,340,99,7
2023-09-16 07:00,,23.2,100,28.3,0.02,0.4,0,286,7
2023-09-16 08:00,0.1,23.5,98,28.3,0.04,0.4,0,472,10
2023-09-16 09:00,24.7,23.4,98,28.1,0.02,0.8,270,496,10
2023-09-16 10:00,12.8,23.7,100,29.1,0.16,0.5,110,742,10
2023-09-16 11:00,4.8,24.0,98,29.1,0.26,0.3,0,1170,10
2023-09-16 12:00,0.7,24.3,97,29.3,0.3,0.7,90,884,10
2023-09-16 13:00,0.6,24.1,96,28.8,0.25,0.1,0,1601,10
2023-09-16 14:00,5.4,23.8,96,28.3,0.27,0.9,70,532,10
2023-09-16 15:00,5.4,23.7,96,28.1,0.22,0.9,140,145,10
2023-09-16 16:00,15.0,23.3,97,27.6,0.06,0.1,0,240,10
2023-09-16 17:00,9.8,23.2,97,27.4,0.06,2.2,70,1618,10
2023-09-16 18:00,,23.5,96,27.7,0.25,0.4,0,5000,8
2023-09-16 19:00,,23.2,96,27.2,0.06,0.5,320,5000,9
2023-09-16 20:00,,23.2,96,27.2,,0.0,0,5000,6
2023-09-16 21:00,,23.2,97,27.4,,0.3,0,1093,7
2023-09-16 22:00,,23.1,97,27.2,,0.2,0,4958,5
2023-09-16 23:00,,23.0,97,27.1,,0.0,0,3221,9
2023-09-17 00:00,,23.1,97,27.2,,0.0,0,4385,7
2023-09-17 01:00,,23.0,98,27.4,,0.3,0,3842,10
2023-09-17 02:00,17.3,22.7,99,27.2,,0.3,0,75,10
2023-09-17 03:00,35.0,22.8,100,27.6,,0.4,0,504,10
2023-09-17 04:00,9.8,22.8,100,27.6,,0.9,110,686,10
2023-09-17 05:00,1.3,22.7,100,27.4,,0.4,0,3645,10
2023-09-17 06:00,0.4,22.6,100,27.2,,0.0,0,5000,7
2023-09-17 07:00,,22.7,100,27.4,0.01,0.0,0,4520,10
2023-09-17 08:00,,23.4,100,28.6,0.22,0.2,0,4678,7
2023-09-17 09:00,,23.5,97,27.9,0.34,0.6,110,4790,9
2023-09-17 10:00,,24.8,90,28.1,0.96,0.4,0,5000,8
2023-09-17 11:00,,26.6,82,28.4,1.87,1.4,20,5000,7
2023-09-17 12:00,,26.7,81,28.3,1.29,0.5,160,5000,10
2023-09-17 13:00,,26.7,85,29.7,0.79,0.1,0,4941,10
2023-09-17 14:00,,27.6,80,29.5,1.13,0.7,160,5000,10
2023-09-17 15:00,,26.9,82,28.9,0.68,1.0,200,4099,10
2023-09-17 16:00,,26.2,87,29.5,0.38,0.7,340,3772,10
2023-09-17 17:00,,26.6,84,29.1,0.86,1.1,200,5000,10
2023-09-17 18:00,,25.9,85,28.3,0.28,0.7,200,5000,9
2023-09-17 19:00,,25.0,90,28.4,0.04,0.5,50,5000,10
2023-09-17 20:00,,24.7,90,27.9,,0.8,90,5000,8
2023-09-17 21:00,,24.7,87,26.9,,0.7,140,5000,9
2023-09-17 22:00,,23.9,91,26.9,,0.4,0,4850,10
2023-09-17 23:00,,23.1,96,27.1,,0.1,0,4642,9
2023-09-18 00:00,,22.8,97,26.8,,0.0,0,4075,8
2023-09-18 01:00,,22.8,97,26.8,,0.0,0,4410,9
2023-09-18 02:00,,22.6,97,26.4,,0.0,0,3647,4
2023-09-18 03:00,,22.6,98,26.8,,0.6,70,2609,7
2023-09-18 04:00,,22.8,97,26.8,,0.6,360,3121,6
2023-09-18 05:00,,23.0,97,27.1,,0.0,0,3370,7
2023-09-18 06:00,,22.5,98,26.6,,0.1,0,2310,5
2023-09-18 07:00,,22.3,100,26.8,0.03,0.3,0,1854,5
2023-09-18 08:00,,23.6,97,28.1,0.31,0.4,0,3318,6
2023-09-18 09:00,,24.7,89,27.6,0.7,0.2,0,5000,3
2023-09-18 10:00,,26.2,82,27.7,1.28,0.5,140,3267,6
2023-09-18 11:00,,26.7,79,27.6,1.03,0.6,140,3285,6
2023-09-18 12:00,,28.4,72,27.7,2.81,0.7,180,4687,6
2023-09-18 13:00,,30.0,67,28.3,2.54,1.8,250,5000,6
2023-09-18 14:00,,30.0,65,27.4,2.83,1.5,270,4856,6
2023-09-18 15:00,,29.8,69,28.8,2.51,1.9,160,4200,4
2023-09-18 16:00,,29.2,71,28.6,1.84,1.5,180,4672,1
2023-09-18 17:00,,28.2,76,28.9,1.09,1.6,160,5000,1
2023-09-18 18:00,,27.0,81,28.8,0.45,1.3,140,5000,6
2023-09-18 19:00,,25.7,85,27.9,0.03,0.8,90,4938,3
2023-09-18 20:00,,25.3,90,28.9,,1.3,180,4637,5
2023-09-18 21:00,,25.0,90,28.4,,0.8,110,4986,3
2023-09-18 22:00,,25.0,89,28.1,,0.9,200,1747,2
2023-09-18 23:00,,23.2,95,26.9,,0.0,0,2452,3
2023-09-19 00:00,,22.5,96,26.1,,0.0,0,815,1
2023-09-19 01:00,,22.1,97,25.6,,0.0,0,1079,1
2023-09-19 02:00,,22.3,97,26.0,,0.0,0,870,0
2023-09-19 03:00,,22.7,98,26.9,,0.0,0,970,1
2023-09-19 04:00,,22.3,98,26.3,,0.7,320,1117,5
2023-09-19 05:00,,22.1,98,26.0,,0.0,0,1611,2
2023-09-19 06:00,,22.0,98,25.8,,0.0,0,420,2
2023-09-19 07:00,,22.2,97,25.8,0.04,0.0,0,1576,7
2023-09-19 08:00,,22.7,96,26.4,0.17,0.5,90,2130,5
2023-09-19 09:00,,23.8,88,25.8,0.83,0.8,250,4760,7
2023-09-19 10:00,,25.6,83,27.1,1.38,0.7,230,4623,8
2023-09-19 11:00,,26.5,78,26.9,2.17,1.1,290,4977,7
2023-09-19 12:00,,27.2,74,26.6,1.85,1.2,270,5000,8
2023-09-19 13:00,,28.3,66,25.3,2.89,1.5,270,4829,4
2023-09-19 14:00,,27.7,66,24.4,1.53,1.4,250,4942,8
2023-09-19 15:00,,28.1,64,24.3,1.81,1.1,290,4869,7
2023-09-19 16:00,,28.7,60,23.5,1.96,1.4,270,4571,1
2023-09-19 17:00,,28.7,61,24.0,1.12,1.2,250,4959,6
2023-09-19 18:00,,25.7,81,26.6,0.41,1.1,230,3381,7
2023-09-19 19:00,,24.4,83,25.3,0.03,1.2,200,3040,7
2023-09-19 20:00,,22.7,90,24.7,,0.7,110,1956,7
2023-09-19 21:00,,22.2,95,25.3,,0.0,0,1376,8
2023-09-19 22:00,,21.9,95,24.9,,0.3,0,1528,9
2023-09-19 23:00,,21.2,96,24.1,,0.0,0,1452,6
2023-09-20 00:00,,20.8,97,23.8,,0.2,0,981,5
2023-09-20 01:00,,20.5,97,23.4,,0.4,0,1406,5
2023-09-20 02:00,,20.2,97,22.9,,0.8,90,1173,8
2023-09-20 03:00,,20.1,97,22.8,,0.6,70,1305,7
2023-09-20 04:00,,19.8,97,22.4,,0.3,0,1285,5
2023-09-20 05:00,,20.1,97,22.8,,0.2,0,1944,10
2023-09-20 06:00,,20.2,97,22.9,,0.1,0,2258,10
2023-09-20 07:00,,20.5,96,23.1,0.05,0.1,0,2204,10
2023-09-20 08:00,,21.1,94,23.4,0.2,1.2,20,2391,10
2023-09-20 09:00,,21.7,92,23.8,0.29,1.2,360,2086,10
2023-09-20 10:00,,22.2,91,24.3,0.31,0.5,270,2157,10
2023-09-20 11:00,,22.8,90,24.9,0.52,0.3,0,1793,10
2023-09-20 12:00,,23.4,88,25.2,0.42,1.0,340,2008,10
2023-09-20 13:00,1.2,22.7,94,25.8,0.2,0.7,340,377,10
2023-09-20 14:00,1.8,23.0,96,26.9,0.26,0.7,70,452,10
2023-09-20 15:00,0.8,23.2,94,26.6,0.3,0.8,90,400,10
2023-09-20 16:00,7.7,22.5,96,26.1,0.11,0.9,270,546,10
2023-09-20 17:00,1.1,22.5,96,26.1,0.12,2.3,250,500,10
2023-09-20 18:00,4.0,22.5,97,26.3,0.03,0.4,0,629,10
2023-09-20 19:00,5.0,22.8,98,27.1,0.0,0.7,90,483,0
2023-09-20 20:00,0.9,24.0,98,29.1,,0.5,20,1458,0
